DayOfWeek,Month,Year,store_id,product_id,customer_id,status,campaign_id,payment_method,sale_amount_sum,sale_amount_mean,discount_percentage_mean,discount_percentage_max,discount_percentage_min,points_mean,transaction_ids
Friday,8.0,2020.0,403,2018,1071,Platinum,3,Cash,0.0,0.0,24.26,24.26,24.26,11899.0,[1800]
Friday,8.0,2020.0,403,2043,1121,Platinum,1,Gift Card,1572.21,1572.21,3.69,3.69,3.69,9158.0,[1949]
Friday,8.0,2020.0,403,2049,1121,Platinum,2,Mobile Payment,751.87,751.87,20.62,20.62,20.62,9158.0,[1197]
Friday,8.0,2020.0,403,2059,1121,Platinum,3,Cash,2048.2,2048.2,14.76,14.76,14.76,9158.0,[1164]
Friday,8.0,2020.0,403,2075,1121,Platinum,2,Mobile Payment,2498.05,2498.05,23.77,23.77,23.77,9158.0,[821]
Friday,8.0,2020.0,403,2086,1121,Platinum,1,Credit Card,3218.76,3218.76,5.03,5.03,5.03,9158.0,[1719]
Friday,8.0,2020.0,403,2097,1071,Platinum,3,Mobile Payment,2526.3,2526.3,6.6,6.6,6.6,11899.0,[1726]
Friday,8.0,2020.0,404,2066,1121,Platinum,1,Cash,0.0,0.0,5.7,5.7,5.7,9158.0,[368]
Friday,8.0,2020.0,404,2096,1071,Platinum,2,Mobile Payment,1613.23,1613.23,1.08,1.08,1.08,11899.0,[4]
Friday,8.0,2021.0,401,2032,1030,Gold,0,Mobile Payment,945.6,945.6,29.78,29.78,29.78,6764.0,[1699]
Friday,8.0,2021.0,401,2067,1030,Gold,2,Credit Card,465.52,465.52,5.13,5.13,5.13,6764.0,[1564]
Friday,8.0,2021.0,402,2050,1030,Gold,3,Cash,186.78,186.78,10.05,10.05,10.05,6764.0,[932]
Friday,8.0,2021.0,402,2082,1030,Gold,3,Gift Card,799.8,799.8,27.05,27.05,27.05,6764.0,[87]
Friday,8.0,2021.0,402,2087,1030,Gold,2,Mobile Payment,382.37,382.37,12.89,12.89,12.89,6764.0,[1549]
Friday,8.0,2021.0,403,2047,1030,Gold,0,Mobile Payment,334.98,334.98,16.1,16.1,16.1,6764.0,[1991]
Friday,8.0,2021.0,403,2097,1030,Gold,3,Cash,3368.4,3368.4,21.19,21.19,21.19,6764.0,[1670]
Friday,8.0,2021.0,404,2022,1030,Gold,1,Credit Card,604.06,604.06,26.17,26.17,26.17,6764.0,[444]
Friday,8.0,2021.0,404,2077,1030,Gold,0,Credit Card,1123.66,1123.66,29.31,29.31,29.31,6764.0,[1990]
Friday,8.0,2021.0,404,2096,1030,Gold,1,Cash,3024.81,3024.81,18.38,18.38,18.38,6764.0,[790]
Friday,8.0,2023.0,401,2022,1025,Silver,2,Gift Card,1073.89,1073.89,13.38,13.38,13.38,2594.0,[893]
Friday,8.0,2023.0,401,2064,1025,Silver,2,Credit Card,705.7,705.7,22.01,22.01,22.01,2594.0,[249]
Friday,8.0,2023.0,401,2074,1025,Silver,1,Cash,593.55,593.55,19.13,19.13,19.13,2594.0,[1705]
Friday,8.0,2023.0,401,2094,1025,Silver,0,Gift Card,1973.4,1973.4,19.73,19.73,19.73,2594.0,[1731]
Friday,8.0,2023.0,401,2097,1025,Silver,3,Mobile Payment,842.1,842.1,23.62,23.62,23.62,2594.0,[110]
Friday,8.0,2023.0,402,2031,1025,Silver,2,Gift Card,904.48,904.48,18.92,18.92,18.92,2594.0,[732]
Friday,8.0,2023.0,402,2055,1025,Silver,0,Cash,107.88,107.88,7.81,7.81,7.81,2594.0,[514]
Friday,8.0,2023.0,402,2088,1025,Silver,0,Mobile Payment,0.0,0.0,1.2,1.2,1.2,2594.0,[1138]
Friday,8.0,2023.0,403,2020,1025,Silver,0,Credit Card,375.83,375.83,8.73,8.73,8.73,2594.0,[1812]
Friday,8.0,2023.0,403,2087,1025,Silver,2,Gift Card,0.0,0.0,18.65,18.65,18.65,2594.0,[152]
Friday,8.0,2023.0,404,2030,1025,Silver,1,Cash,0.0,0.0,25.05,25.05,25.05,2594.0,[1577]
Friday,8.0,2023.0,404,2080,1025,Silver,0,Mobile Payment,3329.04,3329.04,13.64,13.64,13.64,2594.0,[622]
Friday,8.0,2023.0,404,2092,1025,Silver,2,Gift Card,771.54,771.54,13.94,13.94,13.94,2594.0,[477]
Friday,9.0,2020.0,401,2018,1081,Platinum,2,Credit Card,867.62,867.62,24.29,24.29,24.29,9493.0,[1314]
Friday,9.0,2020.0,401,2046,1081,Platinum,0,Mobile Payment,33.43,33.43,16.63,16.63,16.63,9493.0,[522]
Friday,9.0,2020.0,401,2077,1081,Platinum,2,Cash,1797.86,1797.86,2.97,2.97,2.97,9493.0,[1651]
Friday,9.0,2020.0,401,2082,1081,Platinum,3,Credit Card,1066.4,1066.4,1.88,1.88,1.88,9493.0,[328]
Friday,9.0,2020.0,401,2093,1081,Platinum,0,Mobile Payment,755.94,755.94,10.24,10.24,10.24,9493.0,[794]
Friday,9.0,2020.0,402,2059,1081,Platinum,2,Gift Card,409.64,409.64,13.48,13.48,13.48,9493.0,[1675]
Friday,9.0,2020.0,402,2076,1081,Platinum,0,Gift Card,2418.21,2418.21,2.48,2.48,2.48,9493.0,[729]
Friday,9.0,2020.0,403,2012,1081,Platinum,1,Cash,1682.61,1682.61,28.3,28.3,28.3,9493.0,[267]
Friday,9.0,2020.0,403,2057,1081,Platinum,1,Gift Card,393.28,393.28,0.97,0.97,0.97,9493.0,[699]
Friday,9.0,2020.0,404,2030,1081,Platinum,0,Mobile Payment,339.94,339.94,14.44,14.44,14.44,9493.0,[348]
Friday,9.0,2020.0,404,2048,1081,Platinum,2,Mobile Payment,572.21,572.21,20.39,20.39,20.39,9493.0,[1758]
Friday,9.0,2020.0,404,2057,1081,Platinum,1,Gift Card,786.56,786.56,16.85,16.85,16.85,9493.0,[1819]
Friday,9.0,2020.0,404,2062,1081,Platinum,2,Gift Card,495.49,495.49,25.36,25.36,25.36,9493.0,[1010]
Friday,9.0,2020.0,404,2095,1081,Platinum,3,Credit Card,490.79,490.79,13.89,13.89,13.89,9493.0,[99]
Friday,9.0,2022.0,401,2006,1141,Gold,2,Gift Card,0.0,0.0,13.35,13.35,13.35,7088.0,[957]
Friday,9.0,2022.0,401,2013,1141,Gold,2,Mobile Payment,748.29,748.29,29.09,29.09,29.09,7088.0,[260]
Friday,9.0,2022.0,401,2016,1141,Gold,0,Gift Card,0.0,0.0,1.82,1.82,1.82,7088.0,[325]
Friday,9.0,2022.0,401,2036,1141,Gold,3,Cash,871.92,871.92,22.62,22.62,22.62,7088.0,[362]
Friday,9.0,2022.0,401,2059,1034,Gold,3,Credit Card,1536.15,1536.15,9.6,9.6,9.6,4363.0,[1025]
Friday,9.0,2022.0,401,2060,1141,Gold,0,Gift Card,408.38,408.38,8.38,8.38,8.38,7088.0,[502]
Friday,9.0,2022.0,401,2062,1141,Gold,2,Cash,1486.46,1486.46,3.24,3.24,3.24,7088.0,[1664]
Friday,9.0,2022.0,401,2080,1034,Gold,1,Cash,2996.14,2996.14,8.29,8.29,8.29,4363.0,[1049]
Friday,9.0,2022.0,402,2071,1141,Gold,0,Cash,1230.32,1230.32,27.07,27.07,27.07,7088.0,[999]
Friday,9.0,2022.0,402,2089,1034,Gold,3,Cash,2481.12,2481.12,7.64,7.64,7.64,4363.0,[1165]
Friday,9.0,2022.0,403,2015,1034,Gold,2,Cash,1079.95,1079.95,29.77,29.77,29.77,4363.0,[1365]
Friday,9.0,2022.0,403,2049,1141,Gold,2,Cash,1503.74,1503.74,17.51,17.51,17.51,7088.0,[1804]
Friday,9.0,2022.0,403,2067,1141,Gold,3,Cash,872.85,872.85,22.12,22.12,22.12,7088.0,[34]
Friday,9.0,2022.0,403,2076,1141,Gold,0,Credit Card,3224.28,3224.28,20.93,20.93,20.93,7088.0,[645]
Friday,9.0,2022.0,404,2014,1034,Gold,3,Mobile Payment,985.2,985.2,21.63,21.63,21.63,4363.0,[1585]
Friday,9.0,2022.0,404,2017,1034,Gold,2,Mobile Payment,0.0,0.0,0.35,0.35,0.35,4363.0,[942]
Friday,9.0,2022.0,404,2018,1141,Gold,1,Credit Card,2440.17,2440.17,21.81,21.81,21.81,7088.0,[90]
Friday,9.0,2022.0,404,2022,1141,Gold,2,Cash,0.0,0.0,10.5,10.5,10.5,7088.0,[1108]
Friday,9.0,2022.0,404,2032,1034,Gold,1,Mobile Payment,1702.08,1702.08,0.29,0.29,0.29,4363.0,[1066]
Friday,9.0,2022.0,404,2033,1141,Gold,1,Gift Card,0.0,0.0,27.12,27.12,27.12,7088.0,[1023]
Friday,9.0,2022.0,404,2038,1034,Gold,2,Mobile Payment,2223.62,2223.62,29.1,29.1,29.1,4363.0,[808]
Friday,9.0,2023.0,401,2003,1008,Silver,0,Credit Card,0.0,0.0,3.32,3.32,3.32,2783.0,[1502]
Friday,9.0,2023.0,401,2052,1008,Silver,2,Mobile Payment,585.01,585.01,1.51,1.51,1.51,2783.0,[1324]
Friday,9.0,2023.0,401,2058,1008,Silver,2,Cash,533.4,533.4,0.14,0.14,0.14,2783.0,[816]
Friday,9.0,2023.0,402,2076,1008,Silver,1,Cash,1450.93,1450.93,13.61,13.61,13.61,2783.0,[1088]
Friday,9.0,2023.0,402,2095,1008,Silver,2,Mobile Payment,0.0,0.0,5.27,5.27,5.27,2783.0,[1989]
Friday,9.0,2023.0,403,2057,1008,Silver,2,Credit Card,699.17,699.17,23.59,23.59,23.59,2783.0,[600]
Friday,9.0,2023.0,403,2085,1008,Silver,2,Cash,0.0,0.0,10.91,10.91,10.91,2783.0,[1358]
Friday,9.0,2023.0,404,2036,1008,Silver,1,Mobile Payment,196.18,196.18,28.86,28.86,28.86,2783.0,[440]
Friday,9.0,2023.0,404,2073,1008,Silver,3,Gift Card,1498.29,1498.29,4.22,4.22,4.22,2783.0,[1228]
Friday,9.0,2023.0,404,2084,1008,Silver,0,Mobile Payment,845.55,845.55,5.0,5.0,5.0,2783.0,[449]
Friday,10.0,2020.0,401,2036,1045,Platinum,0,Mobile Payment,217.98,217.98,18.07,18.07,18.07,8858.0,[1619]
Friday,10.0,2020.0,401,2038,1045,Platinum,1,Gift Card,1667.72,1667.72,5.96,5.96,5.96,8858.0,[42]
Friday,10.0,2020.0,401,2040,1045,Platinum,1,Cash,31.09,31.09,16.08,16.08,16.08,8858.0,[508]
Friday,10.0,2020.0,401,2056,1045,Platinum,3,Gift Card,3148.32,3148.32,17.47,17.47,17.47,8858.0,[1512]
Friday,10.0,2020.0,401,2070,1045,Platinum,3,Cash,102.54,102.54,18.59,18.59,18.59,8858.0,[1530]
Friday,10.0,2020.0,401,2093,1045,Platinum,3,Cash,2267.82,2267.82,6.5,6.5,6.5,8858.0,[751]
Friday,10.0,2020.0,402,2058,1045,Platinum,3,Gift Card,0.0,0.0,3.5,3.5,3.5,8858.0,[1340]
Friday,10.0,2020.0,402,2062,1045,Platinum,0,Cash,1858.08,1858.08,5.65,5.65,5.65,8858.0,[1669]
Friday,10.0,2020.0,403,2020,1045,Platinum,1,Gift Card,1352.99,1352.99,4.86,4.86,4.86,8858.0,[1360]
Friday,10.0,2020.0,403,2030,1045,Platinum,2,Credit Card,407.93,407.93,10.86,10.86,10.86,8858.0,[735]
Friday,10.0,2020.0,403,2071,1045,Platinum,1,Credit Card,0.0,0.0,14.88,14.88,14.88,8858.0,[1741]
Friday,10.0,2020.0,404,2098,1045,Platinum,3,Cash,907.86,907.86,23.96,23.96,23.96,8858.0,[221]
Friday,10.0,2023.0,401,2003,1057,Silver,1,Mobile Payment,2079.97,2079.97,7.24,7.24,7.24,1892.0,[1666]
Friday,10.0,2023.0,401,2066,1057,Silver,3,Mobile Payment,1548.18,1548.18,16.46,16.46,16.46,1892.0,[681]
Friday,10.0,2023.0,402,2085,1057,Silver,3,Gift Card,1452.9,1452.9,16.5,16.5,16.5,1892.0,[749]
Friday,10.0,2023.0,402,2091,1057,Silver,1,Gift Card,815.21,815.21,2.07,2.07,2.07,1892.0,[1829]
Friday,10.0,2023.0,403,2038,1057,Silver,1,Credit Card,2501.58,2501.58,3.58,3.58,3.58,1892.0,[388]
Friday,10.0,2023.0,403,2095,1057,Silver,3,Mobile Payment,2453.95,2453.95,26.72,26.72,26.72,1892.0,[847]
Friday,11.0,2020.0,401,2024,1178,Platinum,1,Cash,223.69,223.69,11.45,11.45,11.45,9704.0,[1908]
Friday,11.0,2020.0,401,2055,1178,Platinum,1,Mobile Payment,242.73,242.73,8.21,8.21,8.21,9704.0,[1923]
Friday,11.0,2020.0,401,2092,1178,Platinum,1,Gift Card,867.98,867.98,7.36,7.36,7.36,9704.0,[902]
Friday,11.0,2020.0,402,2047,1178,Platinum,3,Mobile Payment,1004.94,1004.94,8.04,8.04,8.04,9704.0,[1553]
Friday,11.0,2020.0,402,2055,1178,Platinum,0,Credit Card,53.94,53.94,5.97,5.97,5.97,9704.0,[661]
Friday,11.0,2020.0,403,2023,1178,Platinum,2,Cash,1503.26,1503.26,20.58,20.58,20.58,9704.0,[1506]
Friday,11.0,2020.0,403,2079,1178,Platinum,0,Mobile Payment,950.54,950.54,21.06,21.06,21.06,9704.0,[1292]
Friday,11.0,2020.0,404,2012,1178,Platinum,3,Gift Card,623.19,623.19,27.49,27.49,27.49,9704.0,[1596]
Friday,11.0,2020.0,404,2016,1178,Platinum,0,Credit Card,0.0,0.0,29.9,29.9,29.9,9704.0,[44]
Friday,11.0,2020.0,404,2017,1178,Platinum,3,Cash,1854.8,1854.8,3.56,3.56,3.56,9704.0,[269]
Friday,11.0,2020.0,404,2053,1178,Platinum,1,Mobile Payment,1647.4,1647.4,22.1,22.1,22.1,9704.0,[461]
Friday,11.0,2020.0,404,2077,1178,Platinum,1,Mobile Payment,505.65,505.65,11.81,11.81,11.81,9704.0,[1457]
Friday,11.0,2022.0,401,2014,1189,Gold,0,Credit Card,0.0,0.0,5.54,5.54,5.54,4770.0,[895]
Friday,11.0,2022.0,401,2021,1189,Gold,2,Credit Card,1336.66,1336.66,19.82,19.82,19.82,4770.0,[1723]
Friday,11.0,2022.0,401,2062,1189,Gold,0,Mobile Payment,2477.44,2477.44,27.08,27.08,27.08,4770.0,[1997]
Friday,11.0,2022.0,402,2031,1189,Gold,1,Credit Card,2035.08,2035.08,17.77,17.77,17.77,4770.0,[568]
Friday,11.0,2022.0,403,2062,1189,Gold,0,Gift Card,1858.08,1858.08,14.2,14.2,14.2,4770.0,[811]
Friday,11.0,2022.0,404,2053,1189,Gold,2,Mobile Payment,1464.36,1464.36,19.84,19.84,19.84,4770.0,[1656]
Friday,11.0,2023.0,401,2063,1028,Silver,1,Cash,994.43,994.43,7.79,7.79,7.79,1633.0,[275]
Friday,11.0,2023.0,401,2094,1028,Silver,1,Cash,888.03,888.03,9.75,9.75,9.75,1633.0,[1283]
Friday,11.0,2023.0,402,2042,1028,Silver,3,Mobile Payment,502.83,502.83,24.99,24.99,24.99,1633.0,[410]
Friday,11.0,2023.0,404,2030,1028,Silver,0,Credit Card,509.91,509.91,12.4,12.4,12.4,1633.0,[649]
Friday,11.0,2023.0,404,2074,1028,Silver,0,Mobile Payment,3297.5,3297.5,2.5,2.5,2.5,1633.0,[1464]
Friday,12.0,2021.0,401,2000,1157,Gold,0,Mobile Payment,1938.62,1938.62,27.54,27.54,27.54,4097.0,[270]
Friday,12.0,2021.0,401,2075,1157,Gold,1,Cash,702.58,702.58,0.01,0.01,0.01,4097.0,[581]
Friday,12.0,2021.0,401,2076,1157,Gold,0,Mobile Payment,2418.21,2418.21,24.84,24.84,24.84,4097.0,[1060]
Friday,12.0,2021.0,401,2082,1157,Gold,3,Credit Card,1066.4,1066.4,17.46,17.46,17.46,4097.0,[1516]
Friday,12.0,2021.0,402,2025,1157,Gold,2,Cash,671.09,671.09,17.81,17.81,17.81,4097.0,[741]
Friday,12.0,2021.0,402,2053,1157,Gold,1,Cash,1098.27,1098.27,4.43,4.43,4.43,4097.0,[351]
Friday,12.0,2021.0,402,2079,1157,Gold,2,Cash,2281.3,2281.3,12.75,12.75,12.75,4097.0,[722]
Friday,12.0,2021.0,402,2087,1157,Gold,1,Credit Card,286.78,286.78,18.99,18.99,18.99,4097.0,[1027]
Friday,12.0,2021.0,403,2084,1157,Gold,1,Gift Card,253.67,253.67,12.88,12.88,12.88,4097.0,[1011]
Friday,12.0,2021.0,403,2086,1157,Gold,2,Mobile Payment,1430.56,1430.56,9.17,9.17,9.17,4097.0,[1747]
Friday,12.0,2021.0,403,2094,1157,Gold,2,Gift Card,1578.72,1578.72,0.94,0.94,0.94,4097.0,[371]
Friday,12.0,2021.0,404,2053,1157,Gold,0,Gift Card,1830.45,1830.45,4.78,4.78,4.78,4097.0,[1374]
Friday,12.0,2021.0,404,2055,1157,Gold,3,Mobile Payment,53.94,53.94,22.95,22.95,22.95,4097.0,[860]
Friday,12.0,2023.0,401,2051,1078,Silver,0,Gift Card,117.32,117.32,14.61,14.61,14.61,3354.0,[1435]
Friday,12.0,2023.0,402,2016,1078,Silver,1,Cash,872.15,872.15,18.01,18.01,18.01,3354.0,[1694]
Friday,12.0,2023.0,402,2036,1078,Silver,1,Cash,588.55,588.55,10.33,10.33,10.33,3354.0,[1996]
Friday,12.0,2023.0,403,2026,1078,Silver,1,Gift Card,761.62,761.62,3.43,3.43,3.43,3354.0,[1001]
Friday,12.0,2023.0,403,2047,1078,Silver,2,Mobile Payment,535.97,535.97,28.1,28.1,28.1,3354.0,[1993]
Friday,12.0,2023.0,403,2059,1078,Silver,0,Gift Card,1536.15,1536.15,16.24,16.24,16.24,3354.0,[704]
Friday,12.0,2023.0,403,2073,1078,Silver,3,Cash,499.43,499.43,29.73,29.73,29.73,3354.0,[1076]
Friday,12.0,2023.0,403,2093,1078,Silver,1,Credit Card,0.0,0.0,3.43,3.43,3.43,3354.0,[750]
Friday,12.0,2023.0,404,2057,1078,Silver,1,Mobile Payment,393.28,393.28,17.46,17.46,17.46,3354.0,[300]
Monday,1.0,2021.0,401,2033,1041,Gold,2,Credit Card,669.0,669.0,10.85,10.85,10.85,6944.0,[822]
Monday,1.0,2021.0,401,2093,1041,Gold,0,Gift Card,755.94,755.94,6.39,6.39,6.39,6944.0,[767]
Monday,1.0,2021.0,402,2013,1041,Gold,1,Mobile Payment,1683.65,1683.65,24.56,24.56,24.56,6944.0,[1686]
Monday,1.0,2021.0,402,2018,1041,Gold,0,Mobile Payment,1084.52,1084.52,18.94,18.94,18.94,6944.0,[1347]
Monday,1.0,2021.0,402,2025,1041,Gold,2,Mobile Payment,671.09,671.09,0.48,0.48,0.48,6944.0,[258]
Monday,1.0,2021.0,402,2041,1041,Gold,2,Mobile Payment,643.37,643.37,14.91,14.91,14.91,6944.0,[333]
Monday,1.0,2021.0,402,2079,1041,Gold,2,Mobile Payment,2281.3,2281.3,28.79,28.79,28.79,6944.0,[1929]
Monday,1.0,2021.0,403,2006,1041,Gold,2,Credit Card,475.2,475.2,23.86,23.86,23.86,6944.0,[1676]
Monday,1.0,2021.0,403,2063,1041,Gold,2,Mobile Payment,1325.9,1325.9,13.67,13.67,13.67,6944.0,[666]
Monday,1.0,2021.0,404,2005,1041,Gold,1,Mobile Payment,385.9,385.9,16.29,16.29,16.29,6944.0,[886]
Monday,1.0,2021.0,404,2090,1041,Gold,3,Gift Card,358.2,358.2,6.37,6.37,6.37,6944.0,[1857]
Monday,1.0,2021.0,404,2093,1041,Gold,3,Gift Card,2267.82,2267.82,8.53,8.53,8.53,6944.0,[1657]
Monday,1.0,2023.0,401,2082,1161,Silver,2,Cash,213.28,213.28,7.84,7.84,7.84,3865.0,[1527]
Monday,1.0,2023.0,402,2018,1161,Silver,2,Credit Card,1301.42,1301.42,29.05,29.05,29.05,3865.0,[1147]
Monday,1.0,2023.0,402,2023,1161,Silver,0,Cash,939.54,939.54,27.2,27.2,27.2,3865.0,[286]
Monday,1.0,2023.0,402,2056,1161,Silver,0,Credit Card,1049.44,1049.44,27.28,27.28,27.28,3865.0,[1815]
Monday,1.0,2023.0,404,2051,1161,Silver,2,Cash,375.42,375.42,10.81,10.81,10.81,3865.0,[989]
Monday,1.0,2023.0,404,2095,1161,Silver,2,Cash,392.63,392.63,27.43,27.43,27.43,3865.0,[1166]
Monday,2.0,2021.0,401,2036,1063,Gold,3,Gift Card,653.94,653.94,22.23,22.23,22.23,4343.0,[1106]
Monday,2.0,2021.0,402,2066,1063,Gold,3,Mobile Payment,516.06,516.06,6.05,6.05,6.05,4343.0,[1818]
Monday,2.0,2021.0,403,2030,1063,Gold,0,Gift Card,509.91,509.91,6.35,6.35,6.35,4343.0,[1753]
Monday,2.0,2021.0,403,2079,1063,Gold,1,Credit Card,1710.97,1710.97,21.03,21.03,21.03,4343.0,[1113]
Monday,2.0,2021.0,403,2094,1063,Gold,3,Credit Card,493.35,493.35,2.95,2.95,2.95,4343.0,[1161]
Monday,2.0,2021.0,404,2015,1063,Gold,1,Gift Card,1214.95,1214.95,9.99,9.99,9.99,4343.0,[51]
Monday,2.0,2021.0,404,2020,1063,Gold,3,Gift Card,375.83,375.83,17.3,17.3,17.3,4343.0,[1176]
Monday,2.0,2021.0,404,2028,1063,Gold,2,Gift Card,510.35,510.35,19.41,19.41,19.41,4343.0,[1014]
Monday,2.0,2021.0,404,2041,1063,Gold,1,Cash,2171.37,2171.37,29.52,29.52,29.52,4343.0,[1592]
Monday,2.0,2021.0,404,2066,1063,Gold,2,Credit Card,0.0,0.0,2.7,2.7,2.7,4343.0,[1890]
Monday,2.0,2021.0,404,2090,1063,Gold,3,Cash,71.64,71.64,23.3,23.3,23.3,4343.0,[234]
Monday,2.0,2021.0,404,2092,1063,Gold,1,Mobile Payment,867.98,867.98,20.51,20.51,20.51,4343.0,[536]
Monday,2.0,2024.0,401,2029,1064,Bronze,1,Gift Card,12.16,12.16,14.06,14.06,14.06,94.0,[37]
Monday,2.0,2024.0,401,2048,1064,Bronze,0,Mobile Payment,715.26,715.26,19.66,19.66,19.66,94.0,[1193]
Monday,2.0,2024.0,401,2071,1064,Bronze,1,Cash,1107.29,1107.29,2.46,2.46,2.46,94.0,[987]
Monday,2.0,2024.0,402,2084,1064,Bronze,3,Gift Card,845.55,845.55,23.66,23.66,23.66,94.0,[550]
Monday,2.0,2024.0,403,2061,1064,Bronze,1,Cash,179.93,179.93,8.04,8.04,8.04,94.0,[1199]
Monday,2.0,2024.0,404,2027,1064,Bronze,2,Mobile Payment,413.78,413.78,28.56,28.56,28.56,94.0,[830]
Monday,2.0,2024.0,404,2064,1064,Bronze,2,Cash,940.93,940.93,16.13,16.13,16.13,94.0,[1843]
Monday,3.0,2022.0,401,2058,1050,Gold,1,Mobile Payment,1800.22,1800.22,29.4,29.4,29.4,6981.0,[1196]
Monday,3.0,2022.0,401,2058,1050,Gold,2,Cash,1066.8,1066.8,23.45,23.45,23.45,6981.0,[577]
Monday,3.0,2022.0,402,2022,1050,Gold,0,Gift Card,671.18,671.18,18.34,18.34,18.34,6981.0,[220]
Monday,3.0,2022.0,402,2043,1050,Gold,3,Mobile Payment,873.45,873.45,9.2,9.2,9.2,6981.0,[1724]
Monday,3.0,2022.0,403,2051,1050,Gold,0,Credit Card,117.32,117.32,24.63,24.63,24.63,6981.0,[713]
Monday,3.0,2022.0,403,2081,1050,Gold,1,Credit Card,2686.39,2686.39,0.53,0.53,0.53,6981.0,[335]
Monday,3.0,2022.0,404,2010,1050,Gold,2,Credit Card,62.27,62.27,4.59,4.59,4.59,6981.0,[1821]
Monday,3.0,2022.0,404,2049,1050,Gold,0,Mobile Payment,2819.52,2819.52,23.16,23.16,23.16,6981.0,[123]
Monday,3.0,2022.0,404,2064,1050,Gold,0,Credit Card,1470.2,1470.2,5.74,5.74,5.74,6981.0,[1298]
Monday,3.0,2022.0,404,2077,1050,Gold,0,Credit Card,561.83,561.83,13.87,13.87,13.87,6981.0,[366]
Monday,3.0,2022.0,404,2092,1050,Gold,2,Credit Card,771.54,771.54,3.56,3.56,3.56,6981.0,[1007]
Monday,4.0,2023.0,401,2014,1060,Silver,2,Mobile Payment,591.12,591.12,2.63,2.63,2.63,2937.0,[1634]
Monday,4.0,2023.0,401,2062,1155,Silver,3,Mobile Payment,1858.08,1858.08,13.84,13.84,13.84,2124.0,[1932]
Monday,4.0,2023.0,401,2085,1155,Silver,0,Credit Card,726.45,726.45,29.52,29.52,29.52,2124.0,[1842]
Monday,4.0,2023.0,402,2012,1155,Silver,3,Mobile Payment,623.19,623.19,6.08,6.08,6.08,2124.0,[1059]
Monday,4.0,2023.0,402,2013,1060,Silver,2,Mobile Payment,0.0,0.0,11.73,11.73,11.73,2937.0,[219]
Monday,4.0,2023.0,402,2030,1155,Silver,3,Credit Card,509.91,509.91,25.85,25.85,25.85,2124.0,[1246]
Monday,4.0,2023.0,402,2038,1060,Silver,1,Credit Card,3335.44,3335.44,8.96,8.96,8.96,2937.0,[456]
Monday,4.0,2023.0,402,2065,1155,Silver,2,Mobile Payment,1128.82,1128.82,13.91,13.91,13.91,2124.0,[369]
Monday,4.0,2023.0,402,2082,1155,Silver,1,Mobile Payment,959.76,959.76,9.12,9.12,9.12,2124.0,[1647]
Monday,4.0,2023.0,403,2025,1155,Silver,1,Mobile Payment,503.32,503.32,10.28,10.28,10.28,2124.0,[884]
Monday,4.0,2023.0,403,2040,1155,Silver,2,Cash,27.63,27.63,6.78,6.78,6.78,2124.0,[1369]
Monday,4.0,2023.0,403,2044,1060,Silver,1,Gift Card,934.11,934.11,24.79,24.79,24.79,2937.0,[755]
Monday,4.0,2023.0,403,2048,1060,Silver,2,Mobile Payment,1144.42,1144.42,21.6,21.6,21.6,2937.0,[124]
Monday,4.0,2023.0,404,2010,1060,Silver,3,Cash,544.88,544.88,15.19,15.19,15.19,2937.0,[917]
Monday,4.0,2023.0,404,2081,1060,Silver,2,Credit Card,1193.95,1193.95,22.35,22.35,22.35,2937.0,[1201]
Monday,5.0,2022.0,401,2053,1193,Gold,0,Mobile Payment,1830.45,1830.45,9.45,9.45,9.45,5338.0,[934]
Monday,5.0,2022.0,401,2065,1168,Gold,3,Credit Card,1411.02,1411.02,0.88,0.88,0.88,6178.0,[1698]
Monday,5.0,2022.0,401,2068,1193,Gold,0,Cash,820.24,820.24,1.28,1.28,1.28,5338.0,[1707]
Monday,5.0,2022.0,402,2003,1193,Gold,1,Credit Card,346.66,346.66,7.41,7.41,7.41,5338.0,[7]
Monday,5.0,2022.0,402,2038,1168,Gold,1,Cash,1667.72,1667.72,8.45,8.45,8.45,6178.0,[646]
Monday,5.0,2022.0,402,2061,1168,Gold,0,Mobile Payment,599.76,599.76,3.02,3.02,3.02,6178.0,[185]
Monday,5.0,2022.0,402,2071,1168,Gold,2,Cash,1968.51,1968.51,4.33,4.33,4.33,6178.0,[843]
Monday,5.0,2022.0,402,2075,1193,Gold,0,Credit Card,1561.28,1561.28,6.63,6.63,6.63,5338.0,[786]
Monday,5.0,2022.0,402,2081,1193,Gold,0,Mobile Payment,2238.66,2238.66,17.3,17.3,17.3,5338.0,[1968]
Monday,5.0,2022.0,402,2094,1193,Gold,0,Mobile Payment,1480.05,1480.05,22.98,22.98,22.98,5338.0,[512]
Monday,5.0,2022.0,403,2036,1193,Gold,2,Cash,348.77,348.77,11.43,11.43,11.43,5338.0,[402]
Monday,5.0,2022.0,403,2054,1193,Gold,1,Cash,0.0,0.0,19.69,19.69,19.69,5338.0,[1883]
Monday,5.0,2022.0,403,2061,1193,Gold,0,Gift Card,199.92,199.92,19.11,19.11,19.11,5338.0,[1172]
Monday,5.0,2022.0,403,2076,1168,Gold,3,Credit Card,2418.21,2418.21,26.97,26.97,26.97,6178.0,[939]
Monday,5.0,2022.0,403,2079,1168,Gold,0,Mobile Payment,1901.08,1901.08,3.25,3.25,3.25,6178.0,[338]
